,accuracy,accuracy_0,accuracy_1,alpha,calibration_0,calibration_1,calibration_gap_0,calibration_gap_1,count_0,count_1,dropout_rate,false_neg_0,false_neg_1,false_pos_0,false_pos_1,fn_0,fn_1,fn_gap_0,fn_gap_1,fp_0,fp_1,fp_gap_0,fp_gap_1,learning_rate,n_h,n_h_adv,parity_gap_0,parity_gap_1,roc_auc,total_num_iters,true_neg_0,true_neg_1,true_pos_0,true_pos_1,y_hat_0,y_hat_1
0,0.5494134266936921,0.5441988950276243,0.559859804464121,1,0.10272045028142589,0.03180396246089677,0.07091648782052912,0.07091648782052912,10860,5421,0.5,3037,529,1913,1857,0.9327395577395577,0.8966101694915254,0.03612938824803236,0.03612938824803236,0.2515781167806418,0.3843924653280894,0.1328143485474476,0.1328143485474476,0.01,10,4,0.1574925015363825,0.1574925015363825,0.34028414212563673,200,5691,2974,219,61,0.8036832412523021,0.6461907397159196
1,0.8272833364043978,0.7813996316758748,0.9192030990592142,1,0.8434579439252337,0.8762376237623762,0.032779679837142583,0.032779679837142583,10860,5421,0.5,2173,413,201,25,0.6673832923832924,0.7,0.03261670761670754,0.03261670761670754,0.026433456075749606,0.00517491202649555,0.021258544049254056,0.021258544049254056,0.01,10,4,0.08096954650474264,0.08096954650474264,0.8828097474522221,200,7403,4806,1083,177,0.881767955801105,0.9627375023058476
