,accuracy,accuracy_0,accuracy_1,alpha,calibration_0,calibration_1,calibration_gap_0,calibration_gap_1,count_0,count_1,dropout_rate,false_neg_0,false_neg_1,false_pos_0,false_pos_1,fn_0,fn_1,fn_gap_0,fn_gap_1,fp_0,fp_1,fp_gap_0,fp_gap_1,learning_rate,n_h,n_h_adv,parity_gap_0,parity_gap_1,roc_auc,total_num_iters,true_neg_0,true_neg_1,true_pos_0,true_pos_1,y_hat_0,y_hat_1
0,0.24046434494195687,0.3003683241252302,0.12045748016971039,1,0.2999078341013825,0.1093866866118175,0.190521147489565,0.190521147489565,10860,5421,0.5,2,5,7596,4763,0.0006142506142506142,0.00847457627118644,0.007860325656935827,0.007860325656935827,0.9989479221462388,0.9859242392879322,0.013023682858306684,0.013023682858306684,0.0001,10,4,0.012545339843722133,0.012545339843722133,0.5741602981368953,200,8,68,3254,585,0.0009208103130755065,0.013466150156797639
1,0.30035010134512624,0.32228360957642727,0.2564102564102564,1,0.30579216354344124,0.11826048369203461,0.18753167985140662,0.18753167985140662,10860,5421,0.5,25,57,7335,3974,0.007678132678132678,0.09661016949152543,0.08893203681339275,0.08893203681339275,0.9646238821672803,0.8226040157317326,0.14201986643554776,0.14201986643554776,0.0001,10,4,0.14153175547110122,0.14153175547110122,0.6492750236748512,200,269,857,3231,533,0.02707182320441989,0.16860357867552112
