,accuracy,accuracy_0,accuracy_1,alpha,calibration_neg_0,calibration_neg_1,calibration_neg_gap_0,calibration_neg_gap_1,calibration_pos_0,calibration_pos_1,calibration_pos_gap_0,calibration_pos_gap_1,count_0,count_1,dropout_rate,false_neg_0,false_neg_1,false_pos_0,false_pos_1,fn_0,fn_1,fn_gap_0,fn_gap_1,fp_0,fp_1,fp_gap_0,fp_gap_1,learning_rate,n_h,n_h_adv,parity_gap_0,parity_gap_1,roc_auc,total_num_iters,true_neg_0,true_neg_1,true_pos_0,true_pos_1,y_hat_0,y_hat_1
0,0.3110374055647688,0.3834254143646409,0.16602102933038185,5,0.23289473684210527,0.23289473684210527,0.0,0.0,0.23676880222841226,0.23676880222841226,0.0,0.0,10860,5421,0.1,500,31,6196,4490,0.15356265356265356,0.05254237288135593,0.10102028068129762,0.10102028068129762,0.8148342977380326,0.9294141999586008,0.11457990222056813,0.11457990222056813,0.0001,10,10,0.1070685822782488,0.1070685822782488,0.5367445192379469,4000,1408,341,2756,559,0.17569060773480663,0.06862202545655784
1,0.6701062588293102,0.6630755064456721,0.6841911086515403,5,0.21279882907789885,0.21279882907789885,0.0,0.0,0.3085613858900326,0.3085613858900326,0.0,0.0,10860,5421,0.1,2405,212,1254,1500,0.7386363636363636,0.3593220338983051,0.37931432973805856,0.37931432973805856,0.1649132035770647,0.31049472158973296,0.14558151801266825,0.14558151801266825,0.0001,10,10,0.15259997696700267,0.15259997696700267,0.564811392616541,4000,6350,3331,851,378,0.8061694290976059,0.6535694521306032
2,0.7667219458264234,0.7086556169429098,0.8830474082272644,5,0.2225149392790593,0.2225149392790593,0.0,0.0,0.5334261838440112,0.5334261838440112,0.0,0.0,10860,5421,0.1,3011,452,153,182,0.9247542997542998,0.7661016949152543,0.15865260483904553,0.15865260483904553,0.020120988953182536,0.0376733595528876,0.017552370599705065,0.017552370599705065,0.0001,10,10,0.022381448857063946,0.022381448857063946,0.6242477837432757,4000,7451,4649,245,138,0.9633517495395948,0.9409703006825308
3,0.7741539217492783,0.7146408839779006,0.8933776056078214,5,0.2235130698320495,0.2235130698320495,0.0,0.0,0.690744920993228,0.690744920993228,0.0,0.0,10860,5421,0.1,3030,510,69,68,0.9305896805896806,0.864406779661017,0.06618290092866363,0.06618290092866363,0.009074171488690164,0.014075760712067896,0.005001589223377732,0.005001589223377732,0.0001,10,10,0.00013733169860197236,0.00013733169860197236,0.6683945283022419,4000,7535,4763,226,80,0.9728360957642725,0.9726987640656706
4,0.7777163564891592,0.7170349907918969,0.8992805755395683,5,0.221927832450164,0.221927832450164,0.0,0.0,0.7645687645687645,0.7645687645687645,0.0,0.0,10860,5421,0.1,3015,503,58,43,0.925982800982801,0.8525423728813559,0.07344042810144502,0.07344042810144502,0.007627564439768543,0.008900848685572345,0.0012732842458038022,0.0012732842458038022,0.0001,10,10,0.0035514130132358046,0.0035514130132358046,0.7102170496148354,4000,7546,4788,241,87,0.9724677716390424,0.9760191846522782
5,0.78127879122904,0.7223756906077348,0.8992805755395683,5,0.21917721518987343,0.21917721518987343,0.0,0.0,0.7962577962577962,0.7962577962577962,0.0,0.0,10860,5421,0.1,2955,508,60,38,0.9075552825552825,0.8610169491525423,0.04653833340274016,0.04653833340274016,0.007890583903208837,0.007865866280273236,2.471762293560116e-05,2.471762293560116e-05,0.0001,10,10,0.011105115057974846,0.011105115057974846,0.7441046536111545,4000,7544,4793,301,82,0.9667587476979742,0.977863862755949
6,0.7872980775136662,0.7296500920810313,0.902785463936543,5,0.21364738925060642,0.21364738925060642,0.0,0.0,0.8113821138211382,0.8113821138211382,0.0,0.0,10860,5421,0.1,2864,483,72,44,0.8796068796068796,0.8186440677966101,0.06096281181026941,0.06096281181026941,0.009468700683850605,0.009107845166632168,0.0003608555172184367,0.0003608555172184367,0.0001,10,10,0.01487095916127279,0.01487095916127279,0.7741346316498418,4000,7532,4787,392,107,0.9572744014732965,0.9721453606345692
7,0.7951600024568516,0.740791896869245,0.9040767386091128,5,0.20550161812297735,0.20550161812297735,0.0,0.0,0.8074608904933814,0.8074608904933814,0.0,0.0,10860,5421,0.1,2703,472,112,48,0.8301597051597052,0.8,0.03015970515970512,0.03015970515970512,0.014729089952656496,0.009935831090871455,0.004793258861785041,0.004793258861785041,0.0001,10,10,0.030612229298584093,0.030612229298584093,0.801009398638913,4000,7492,4783,553,118,0.9387661141804788,0.9693783434790629
8,0.8038818254406978,0.7505524861878453,0.910717579782328,5,0.19730119219179876,0.19730119219179876,0.0,0.0,0.8216748768472907,0.8216748768472907,0.0,0.0,10860,5421,0.1,2573,439,136,45,0.7902334152334153,0.7440677966101695,0.04616561862324575,0.04616561862324575,0.01788532351394003,0.00931484164769199,0.008570481866248042,0.008570481866248042,0.0001,10,10,0.03925867380893422,0.03925867380893422,0.8229855257740667,4000,7468,4786,683,151,0.924585635359116,0.9638443091680502
9,0.8094097414163749,0.7582872928176796,0.9118243866445306,5,0.19225695818493602,0.19225695818493602,0.0,0.0,0.8319928507596068,0.8319928507596068,0.0,0.0,10860,5421,0.1,2479,436,146,42,0.7613636363636364,0.7389830508474576,0.02238058551617872,0.02238058551617872,0.019200420831141506,0.008693852204512523,0.010506568626628982,0.010506568626628982,0.0001,10,10,0.048835101064919395,0.048835101064919395,0.8346950476330272,4000,7458,4789,777,154,0.9150092081031308,0.9638443091680502
