,accuracy,accuracy_0,accuracy_1,accuracy_2,accuracy_3,accuracy_4,alpha,calibration_neg_0,calibration_neg_1,calibration_neg_2,calibration_neg_3,calibration_neg_4,calibration_neg_gap_0,calibration_neg_gap_1,calibration_neg_gap_2,calibration_neg_gap_3,calibration_neg_gap_4,calibration_pos_0,calibration_pos_1,calibration_pos_2,calibration_pos_3,calibration_pos_4,calibration_pos_gap_0,calibration_pos_gap_1,calibration_pos_gap_2,calibration_pos_gap_3,calibration_pos_gap_4,count_0,count_1,count_2,count_3,count_4,dropout_rate,false_neg_0,false_neg_1,false_neg_2,false_neg_3,false_neg_4,false_pos_0,false_pos_1,false_pos_2,false_pos_3,false_pos_4,fn_0,fn_1,fn_2,fn_3,fn_4,fn_gap_0,fn_gap_1,fn_gap_2,fn_gap_3,fn_gap_4,fp_0,fp_1,fp_2,fp_3,fp_4,fp_gap_0,fp_gap_1,fp_gap_2,fp_gap_3,fp_gap_4,learning_rate,n_h,n_h_adv,parity_gap_0,parity_gap_1,parity_gap_2,parity_gap_3,parity_gap_4,roc_auc,total_num_iters,true_neg_0,true_neg_1,true_neg_2,true_neg_3,true_neg_4,true_pos_0,true_pos_1,true_pos_2,true_pos_3,true_pos_4,y_hat_0,y_hat_1,y_hat_2,y_hat_3,y_hat_4
0,0.7103986241631349,0.7067976480711315,0.7418321588725176,0.66875,0.7987421383647799,0.762962962962963,1,0.24076561450638012,0.24076561450638012,0.24076561450638012,0.24076561450638012,0.24076561450638012,0.0,0.0,0.0,0.0,0.0,0.18763479511143064,0.18763479511143064,0.18763479511143064,0.18763479511143064,0.18763479511143064,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,3275,153,119,18,20,814,250,40,14,12,0.9383954154727794,0.8547486033519553,0.8947368421052632,0.9473684210526315,0.8,0.07607398434781332,0.08358060319973037,0.04317218096185316,0.009516207300238388,0.13786229171350328,0.07785003825554705,0.1808972503617945,0.11527377521613832,0.1,0.10909090909090909,0.0972032872392068,0.10299797136716238,0.03591535760709774,0.02060430747459431,0.029695097253527078,0.01,10,10,0.08124752218022957,0.10106245473915831,0.02788510220872098,0.008990410384965508,0.04082744952310169,0.5016490012234185,2000,9642,1132,307,126,98,215,26,14,1,5,0.9262154022658827,0.823190262652146,0.8875,0.9056603773584906,0.8740740740740741
1,0.8239051655303729,0.8136383192313208,0.9115951313260731,0.80625,0.8930817610062893,0.8518518518518519,1,0.17888307155322863,0.17888307155322863,0.17888307155322863,0.17888307155322863,0.17888307155322863,0.0,0.0,0.0,0.0,0.0,0.853940708604483,0.853940708604483,0.853940708604483,0.853940708604483,0.853940708604483,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2429,123,77,17,19,170,15,16,0,1,0.6959885386819484,0.6871508379888268,0.5789473684210527,0.8947368421052632,0.76,0.026096788242229274,0.008701155586458564,0.11700740691352174,0.19894670516544166,0.0642020228561776,0.016258607498087222,0.01085383502170767,0.04610951008645533,0.0,0.00909090909090909,0.0030310046294382085,0.0054356142478274964,0.029932841464205082,0.016212749721770166,0.007120118661314304,0.01,10,10,0.02317267797386735,0.04364677046486365,0.06703056768558957,0.07308073112329805,0.033370494240059445,0.8871874464845904,2000,10286,1367,331,140,109,1061,56,56,2,6,0.9117309622830919,0.9545163356822549,0.85,0.9874213836477987,0.9481481481481482
2,0.8347767336158712,0.8262584253549405,0.9135169762972454,0.7979166666666667,0.8930817610062893,0.8666666666666667,1,0.16578640510323067,0.16578640510323067,0.16578640510323067,0.16578640510323067,0.16578640510323067,0.0,0.0,0.0,0.0,0.0,0.8396004700352526,0.8396004700352526,0.8396004700352526,0.8396004700352526,0.8396004700352526,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2191,114,78,17,17,232,21,19,0,1,0.6277936962750716,0.6368715083798883,0.5864661654135338,0.8947368421052632,0.68,0.00251904056552843,0.009111781282541642,0.04139941270031655,0.2669416288441572,0.052191929384048596,0.02218821729150727,0.015195369030390739,0.05475504322766571,0.0,0.00909090909090909,0.004383685937471727,0.007025280989469824,0.03267339769880458,0.022121694767011302,0.013028768190504966,0.01,10,10,0.036547177534884456,0.05468971952204549,0.051135212961205045,0.09286735809265667,0.038189025145546895,0.8863307817395123,2000,10224,1361,328,140,109,1299,65,55,2,8,0.8902194177541948,0.9449071108263933,0.8458333333333333,0.9874213836477987,0.9333333333333333
3,0.8358823168110067,0.8282661695109709,0.9115951313260731,0.7875,0.8930817610062893,0.8518518518518519,1,0.16364638599875972,0.16364638599875972,0.16364638599875972,0.16364638599875972,0.16364638599875972,0.0,0.0,0.0,0.0,0.0,0.8320135746606335,0.8320135746606335,0.8320135746606335,0.8320135746606335,0.8320135746606335,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2133,120,86,17,19,262,18,16,0,1,0.6111747851002866,0.6703910614525139,0.6466165413533834,0.8947368421052632,0.76,0.05767879914704299,0.0591419760683457,0.035076028186362906,0.2831681002749371,0.14842402620108364,0.025057383320581484,0.013024602026049204,0.04610951008645533,0.0,0.00909090909090909,0.009846275353185005,0.012051350710890689,0.021232874944869733,0.024904242824731918,0.01581117708842532,0.01,10,10,0.05227907213845018,0.06555036313121465,0.023345436997658342,0.09696114298286884,0.05721540938932246,0.8767332824394601,2000,10194,1364,331,140,109,1357,59,47,2,6,0.8839093646923849,0.9506726457399103,0.86875,0.9874213836477987,0.9481481481481482
4,0.831459984030465,0.8224580524881686,0.9141575912876362,0.8041666666666667,0.8930817610062893,0.8296296296296296,1,0.1681846195987126,0.1681846195987126,0.1681846195987126,0.1681846195987126,0.1681846195987126,0.0,0.0,0.0,0.0,0.0,0.8283671036948749,0.8283671036948749,0.8283671036948749,0.8283671036948749,0.8283671036948749,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2220,116,81,17,22,256,18,13,0,1,0.6361031518624641,0.6480446927374302,0.6090225563909775,0.8947368421052632,0.88,0.00918720577577925,0.011944091889401931,0.027181523670128827,0.25858409598297794,0.24384810666814638,0.02448355011476664,0.013024602026049204,0.037463976945244955,0.0,0.00909090909090909,0.009882360435261759,0.01146845641898556,0.013152667515072138,0.02432974836986287,0.015236711364967893,0.01,10,10,0.04432569676061626,0.056602033604434165,0.03333451996709069,0.09137870904167045,0.07404930013625666,0.8716225987197912,2000,10200,1364,334,140,109,1270,63,52,2,3,0.890577943496343,0.9481101857783472,0.8645833333333334,0.9874213836477987,0.9703703703703703
5,0.8352066826362017,0.8261150150580812,0.9154388212684177,0.8083333333333333,0.8930817610062893,0.8740740740740741,1,0.1633991440011045,0.1633991440011045,0.1633991440011045,0.1633991440011045,0.1633991440011045,0.0,0.0,0.0,0.0,0.0,0.8239554317548746,0.8239554317548746,0.8239554317548746,0.8239554317548746,0.8239554317548746,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2144,114,76,17,16,281,18,16,0,1,0.6143266475644699,0.6368715083798883,0.5714285714285714,0.8947368421052632,0.64,0.012854430927186189,0.022581889552703904,0.04304582164270465,0.2803357834285365,0.025583426598734915,0.02687452180566182,0.013024602026049204,0.04610951008645533,0.0,0.00909090909090909,0.011663413838265342,0.01386595468785471,0.019442676858729274,0.02669269733016533,0.017599542150310375,0.01,10,10,0.04471566835800744,0.06313330362365266,0.04310288905765458,0.09863587316522837,0.03647962343614519,0.8676643977701206,2000,10175,1364,331,140,109,1346,65,57,2,9,0.8833357235049476,0.9468289557975657,0.8479166666666667,0.9874213836477987,0.9259259259259259
6,0.8369879000061421,0.8284095798078303,0.9115951313260731,0.8166666666666667,0.9056603773584906,0.8518518518518519,1,0.16040552739393096,0.16040552739393096,0.16040552739393096,0.16040552739393096,0.16040552739393096,0.0,0.0,0.0,0.0,0.0,0.8170212765957446,0.8170212765957446,0.8170212765957446,0.8170212765957446,0.8170212765957446,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2087,115,74,15,19,306,23,14,0,1,0.5979942693409742,0.6424581005586593,0.556390977443609,0.7894736842105263,0.76,0.031154462980885866,0.044495236013058825,0.041880048431869765,0.19126898568381256,0.16179465345460076,0.029265493496557,0.016642547033285094,0.040345821325648415,0.0,0.00909090909090909,0.011155155889842477,0.012629072187697325,0.011270732726470074,0.02909212759279129,0.01999885241348649,0.01,10,10,0.04931069395536347,0.06607356105339379,0.037723482690968924,0.0912055014476878,0.06415211197819892,0.8670656733788451,2000,10150,1359,333,140,109,1403,64,59,4,6,0.8774559013337158,0.9442664958360025,0.8479166666666667,0.9748427672955975,0.9481481481481482
7,0.8318285117621768,0.8226731679334576,0.9128763613068546,0.8125,0.8867924528301887,0.8444444444444444,1,0.16679266029826129,0.16679266029826129,0.16679266029826129,0.16679266029826129,0.16679266029826129,0.0,0.0,0.0,0.0,0.0,0.8202312138728324,0.8202312138728324,0.8202312138728324,0.8202312138728324,0.8202312138728324,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2193,117,80,17,20,280,19,10,1,1,0.6283667621776504,0.6536312849162011,0.6015037593984962,0.8947368421052632,0.8,0.0192430246121853,0.02527131296934393,0.027035466219391013,0.26624923259128985,0.1715077904321327,0.026778882938026015,0.013748191027496382,0.02881844380403458,0.007142857142857143,0.00909090909090909,0.012059098035875545,0.0130282261690056,0.0022342109891835757,0.01944680835012627,0.017497588590244723,0.01,10,10,0.04755439380590343,0.06013464230008625,0.025750348079235486,0.08825278009891557,0.06233122754861886,0.8599246921223853,2000,10176,1363,337,139,109,1297,62,53,2,5,0.8869209809264306,0.9481101857783472,0.86875,0.9811320754716981,0.9555555555555556
8,0.8340396781524476,0.8254696687222143,0.9135169762972454,0.80625,0.8867924528301887,0.837037037037037,1,0.16417086467462563,0.16417086467462563,0.16417086467462563,0.16417086467462563,0.16417086467462563,0.0,0.0,0.0,0.0,0.0,0.8195530726256983,0.8195530726256983,0.8195530726256983,0.8195530726256983,0.8195530726256983,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2151,112,78,17,21,283,23,15,1,1,0.6163323782234957,0.6256983240223464,0.5864661654135338,0.8947368421052632,0.84,0.006595936829914106,0.009372320636667486,0.029952266505429148,0.2783745720623195,0.2236359715711551,0.027065799540933435,0.016642547033285094,0.043227665706051875,0.007142857142857143,0.00909090909090909,0.008684810693967017,0.010436822342422901,0.016318584776375242,0.019787538989144777,0.01783830218876413,0.01,10,10,0.0443571426158591,0.05783378129961281,0.03697946332510604,0.09197440272638113,0.07351666047318217,0.8536187446693686,2000,10173,1359,332,139,109,1339,67,55,2,4,0.8836942492470959,0.9423446508648302,0.8541666666666666,0.9811320754716981,0.9629629629629629
9,0.8335483078434985,0.8258998996127922,0.9077514413837284,0.7875,0.8930817610062893,0.8592592592592593,1,0.16573864026947138,0.16573864026947138,0.16573864026947138,0.16573864026947138,0.16573864026947138,0.0,0.0,0.0,0.0,0.0,0.8275663206459054,0.8275663206459054,0.8275663206459054,0.8275663206459054,0.8275663206459054,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.5,2166,120,90,17,18,262,24,12,0,1,0.6206303724928367,0.6703910614525139,0.6766917293233082,0.8947368421052632,0.72,0.05332824385756585,0.04966339244020712,0.055753588363691486,0.2737429633859131,0.09899606714456088,0.025057383320581484,0.017366136034732273,0.0345821325648415,0.0,0.00909090909090909,0.006692489539545536,0.007696668092775107,0.00964221953457705,0.02495449995278017,0.01586143170303202,0.01,10,10,0.050341067764896774,0.05898928188452213,0.008324235807860347,0.09485222349397171,0.04764028242289109,0.8503789021685516,2000,10194,1358,335,140,109,1324,59,43,2,7,0.8862756345905636,0.9468289557975657,0.8854166666666666,0.9874213836477987,0.9407407407407408
