,accuracy,accuracy_0,accuracy_1,count_0,count_1,false_neg_0,false_neg_1,false_pos_0,false_pos_1,fn_gap,fp_gap,parity_gap,roc_auc,true_neg_0,true_neg_1,true_pos_0,true_pos_1
0,73.46600331674959,67.30202578268877,85.81442538277071,10860,5421,2966,512,585,257,0.043137050764169405,0.023735097423911916,0.018774185921131337,0.4690177900642363,7019,4574,290,78
1,76.46950433020085,70.33149171270718,88.76591034864416,10860,5421,3115,565,107,44,0.0009317869487360797,0.004963696127423593,0.010107816848943352,0.5409328299147245,7497,4787,141,25
2,76.99772741232111,70.89318600368324,89.2270798745619,10860,5421,3101,570,60,14,0.013706117519676875,0.004992633168371329,0.013525516178642283,0.6200074709864147,7544,4817,155,20
3,77.69793010257355,71.74953959484347,89.61446227633277,10860,5421,3002,552,66,11,0.013603048348811098,0.0064026810018716785,0.02042700731042879,0.6813522987240359,7538,4820,254,38
4,78.25072170014127,72.59668508287292,89.57756871425936,10860,5421,2877,549,99,16,0.04690896597676253,0.009707519743337431,0.033500067774085096,0.7337616970702149,7505,4815,379,41
5,79.15361464283521,73.76611418047882,89.94650433499355,10860,5421,2724,526,125,19,0.05491608711947704,0.012505783324881795,0.04518640930859219,0.763551946983388,7479,4812,532,64
6,79.54671088999447,74.24493554327809,90.16786570743405,10860,5421,2615,511,182,22,0.06296901678257616,0.019380848589750723,0.05715143991903793,0.7801528321687753,7422,4809,641,79
7,80.2653399668325,75.0828729281768,90.64748201438849,10860,5421,2452,485,254,22,0.06896264523383167,0.028849549273601324,0.07399431920676802,0.7981609726793575,7350,4809,804,105
8,80.72599963147226,75.82872928176796,90.53680132816824,10860,5421,2317,484,308,29,0.10872964644151084,0.03450209941907053,0.08992189164095843,0.8141201747788449,7296,4802,939,106
9,81.53061851237639,76.91528545119705,90.77660948164545,10860,5421,2143,467,364,33,0.13335589055928032,0.04103865847115949,0.10722670482398611,0.8199093319583206,7240,4798,1113,123
