,accuracy,accuracy_0,accuracy_1,accuracy_2,accuracy_3,accuracy_4,alpha,calibration_neg_0,calibration_neg_1,calibration_neg_2,calibration_neg_3,calibration_neg_4,calibration_neg_gap_0,calibration_neg_gap_1,calibration_neg_gap_2,calibration_neg_gap_3,calibration_neg_gap_4,calibration_pos_0,calibration_pos_1,calibration_pos_2,calibration_pos_3,calibration_pos_4,calibration_pos_gap_0,calibration_pos_gap_1,calibration_pos_gap_2,calibration_pos_gap_3,calibration_pos_gap_4,count_0,count_1,count_2,count_3,count_4,dropout_rate,false_neg_0,false_neg_1,false_neg_2,false_neg_3,false_neg_4,false_pos_0,false_pos_1,false_pos_2,false_pos_3,false_pos_4,fn_0,fn_1,fn_2,fn_3,fn_4,fn_gap_0,fn_gap_1,fn_gap_2,fn_gap_3,fn_gap_4,fp_0,fp_1,fp_2,fp_3,fp_4,fp_gap_0,fp_gap_1,fp_gap_2,fp_gap_3,fp_gap_4,learning_rate,n_h,n_h_adv,parity_gap_0,parity_gap_1,parity_gap_2,parity_gap_3,parity_gap_4,roc_auc,total_num_iters,true_neg_0,true_neg_1,true_neg_2,true_neg_3,true_neg_4,true_pos_0,true_pos_1,true_pos_2,true_pos_3,true_pos_4,y_hat_0,y_hat_1,y_hat_2,y_hat_3,y_hat_4
0,0.6419753086419753,0.6439839380467518,0.6175528507367073,0.6645833333333333,0.7861635220125787,0.4666666666666667,1,0.24549237170596394,0.24549237170596394,0.24549237170596394,0.24549237170596394,0.24549237170596394,0.0,0.0,0.0,0.0,0.0,0.19981834695731154,0.19981834695731154,0.19981834695731154,0.19981834695731154,0.19981834695731154,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2923,123,107,15,18,2042,474,54,19,54,0.8375358166189112,0.6871508379888268,0.8045112781954887,0.7894736842105263,0.72,0.12775617668812222,0.1503306070861331,0.0321551634454047,0.047153787877683206,0.11663259606404364,0.1952945677123183,0.3429811866859624,0.15561959654178675,0.1357142857142857,0.4909090909090909,0.1334450361457537,0.14771089352963418,0.04184820287700794,0.06171574591517215,0.29351774545564396,0.1,100,10,0.11013754183696,0.15114279273319786,0.037307765331308196,0.0587946155844703,0.25105908584169456,0.49501757553213266,2000,8414,908,293,121,56,567,56,26,4,7,0.8129212677470242,0.6604740550928891,0.8333333333333334,0.8553459119496856,0.5481481481481482
1,0.8212640501197715,0.8108418184425642,0.9077514413837284,0.8020833333333334,0.9119496855345912,0.8592592592592593,1,0.1821397583928452,0.1821397583928452,0.1821397583928452,0.1821397583928452,0.1821397583928452,0.0,0.0,0.0,0.0,0.0,0.8605546995377504,0.8605546995377504,0.8605546995377504,0.8605546995377504,0.8605546995377504,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2495,131,70,14,19,143,13,25,0,0,0.7148997134670487,0.7318435754189944,0.5263157894736842,0.7368421052631579,0.76,0.020266432089691033,0.017186378684923787,0.18868509241627907,0.02208830802868722,0.045247956763479036,0.01367635807192043,0.009406657018813314,0.07204610951008646,0.0,0.0,1.4830884152283036e-06,0.0043328043536059405,0.05843541129594441,0.013678436508980867,0.01367775242789654,0.1,100,10,0.013077974972907191,0.044957811673119186,0.10675590152521997,0.048754426741379975,0.035575374705809515,0.885950415901638,2000,10313,1369,322,140,110,995,48,63,5,6,0.91839954108705,0.9609224855861627,0.8166666666666667,0.9685534591194969,0.9555555555555556
2,0.8215097352742461,0.8112003441847124,0.903267136450993,0.8333333333333334,0.8553459119496856,0.8592592592592593,1,0.16786336702683863,0.16786336702683863,0.16786336702683863,0.16786336702683863,0.16786336702683863,0.0,0.0,0.0,0.0,0.0,0.7427685950413223,0.7427685950413223,0.7427685950413223,0.7427685950413223,0.7427685950413223,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2197,124,57,12,18,436,27,23,11,1,0.6295128939828081,0.6927374301675978,0.42857142857142855,0.631578947368421,0.72,0.014727857615195683,0.06348132755861613,0.20130867830934557,0.0019611243952519786,0.09038827920131898,0.041698546289211935,0.019536903039073805,0.06628242074927954,0.07857142857142857,0.00909090909090909,0.018372983766657667,0.022191989535869466,0.024904606676985137,0.03717120477804376,0.03231813743353887,0.1,100,10,0.03532723803744697,0.07342065774447815,0.08999153534586424,0.0057603228215049596,0.060151121020686316,0.8660129605827578,2000,10020,1355,324,129,109,1293,55,76,7,7,0.8760217983651226,0.9474695707879565,0.79375,0.8867924528301887,0.9407407407407408
3,0.8208955223880597,0.8111286390362829,0.9090326713645099,0.8,0.8490566037735849,0.8518518518518519,1,0.1689504068999096,0.1689504068999096,0.1689504068999096,0.1689504068999096,0.1689504068999096,0.0,0.0,0.0,0.0,0.0,0.7442226890756303,0.7442226890756303,0.7442226890756303,0.7442226890756303,0.7442226890756303,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2207,121,72,9,20,427,21,24,15,0,0.632378223495702,0.6759776536312849,0.5413533834586466,0.47368421052631576,0.8,0.018469040235690293,0.043716880039448625,0.09127544217950323,0.15883553612928186,0.16750157391740395,0.04083779648048967,0.015195369030390739,0.069164265129683,0.10714285714285714,0.0,0.02106373732180418,0.025680692409938345,0.02869433269338862,0.0666506836747438,0.04050624525285907,0.1,100,10,0.03953229203741204,0.07337239401999829,0.061964037086260415,0.040683889119052075,0.0805772327511457,0.8652052242121853,2000,10029,1361,323,125,110,1283,58,61,10,5,0.8773841961852861,0.9493914157591288,0.8229166666666666,0.8427672955974843,0.9629629629629629
4,0.8250107487255083,0.8161479994263588,0.9051889814221653,0.8020833333333334,0.8679245283018868,0.8444444444444444,1,0.16069658785218746,0.16069658785218746,0.16069658785218746,0.16069658785218746,0.16069658785218746,0.0,0.0,0.0,0.0,0.0,0.731322505800464,0.731322505800464,0.731322505800464,0.731322505800464,0.731322505800464,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2051,112,70,16,21,513,36,25,5,0,0.5876790830945559,0.6256983240223464,0.5263157894736842,0.8421052631578947,0.84,0.023812244070792854,0.03806637150588488,0.06161337867684191,0.2542720035999193,0.25216843180704485,0.049062739097169086,0.02604920405209841,0.07204610951008646,0.03571428571428571,0.0,0.01984129979166271,0.023032726480976484,0.023325722730984495,0.013034278049577117,0.048751491389716115,0.1,100,10,0.05303054823576159,0.07341882990279358,0.05251882792228346,0.08285759761067146,0.10359222098352527,0.8715646792337315,2000,9943,1346,322,135,110,1439,67,63,3,4,0.8600315502653091,0.9340166559897501,0.8166666666666667,0.949685534591195,0.9703703703703703
5,0.8217554204287206,0.8116305750752905,0.9077514413837284,0.8020833333333334,0.89937106918239,0.8518518518518519,1,0.16956672443674176,0.16956672443674176,0.16956672443674176,0.16956672443674176,0.16956672443674176,0.0,0.0,0.0,0.0,0.0,0.7543103448275862,0.7543103448275862,0.7543103448275862,0.7543103448275862,0.7543103448275862,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2226,116,69,15,20,401,28,26,1,0,0.6378223495702006,0.6480446927374302,0.518796992481203,0.7894736842105263,0.8,0.01068703046994457,0.010357608869168922,0.11910423808977044,0.15173691335488404,0.16226504973089384,0.038351185921958686,0.020260492040520984,0.07492795389048991,0.007142857142857143,0.0,0.014485168027633805,0.01812375725119698,0.03684898113965402,0.03098218939527043,0.0381242129662332,0.1,100,10,0.03759035693195323,0.0616089271787873,0.07573492184038988,0.08336551717680984,0.07760436021305583,0.8674915175135353,2000,10055,1354,321,139,110,1264,63,64,4,5,0.8806109278646207,0.9417040358744395,0.8125,0.9685534591194969,0.9629629629629629
6,0.817148823782323,0.8057507529040585,0.9115951313260731,0.80625,0.8867924528301887,0.8592592592592593,1,0.17600712523979173,0.17600712523979173,0.17600712523979173,0.17600712523979173,0.17600712523979173,0.0,0.0,0.0,0.0,0.0,0.7578635014836795,0.7578635014836795,0.7578635014836795,0.7578635014836795,0.7578635014836795,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2353,114,68,15,19,356,24,25,3,0,0.6742120343839542,0.6368715083798883,0.5112781954887218,0.7894736842105263,0.76,0.05776439313758275,0.037140205924489966,0.16273374817122477,0.11568079669904952,0.08620591858226256,0.03404743687834736,0.017366136034732273,0.07204610951008646,0.02142857142857143,0.0,0.012894708256406904,0.016719257581834252,0.03824711640547109,0.012415277852204927,0.0338453760672407,0.1,100,10,0.024828805877426974,0.05140917889869934,0.08655702170748691,0.06005622224874951,0.05954415954415959,0.8640154492387978,2000,10100,1358,322,137,110,1137,65,65,4,6,0.8929442133945217,0.942985265855221,0.8125,0.9559748427672956,0.9555555555555556
7,0.8205884159449666,0.8106984081457048,0.9090326713645099,0.7979166666666667,0.8742138364779874,0.837037037037037,1,0.17052223299625988,0.17052223299625988,0.17052223299625988,0.17052223299625988,0.17052223299625988,0.0,0.0,0.0,0.0,0.0,0.7509495387954422,0.7509495387954422,0.7509495387954422,0.7509495387954422,0.7509495387954422,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2239,113,73,16,21,401,29,24,4,1,0.6415472779369628,0.6312849162011173,0.5488721804511278,0.8421052631578947,0.84,0.021473204922133893,0.010167151528216234,0.0926425827545233,0.20072351768528696,0.19861955917256213,0.038351185921958686,0.020984081041968163,0.069164265129683,0.02857142857142857,0.00909090909090909,0.013971396580958455,0.01739778506429016,0.03107061131413441,0.009558585633398373,0.029040579523262073,0.1,100,10,0.0366581900023677,0.057891575912876414,0.06367793177646985,0.06985649516774217,0.07679920723398981,0.8686639793697899,2000,10055,1353,323,136,109,1251,66,60,3,4,0.8815430947942062,0.9391415759128764,0.825,0.9559748427672956,0.9629629629629629
8,0.8172716663595603,0.8065395095367848,0.9083920563741191,0.7895833333333333,0.9119496855345912,0.8592592592592593,1,0.16690140845070423,0.16690140845070423,0.16690140845070423,0.16690140845070423,0.16690140845070423,0.0,0.0,0.0,0.0,0.0,0.7092743873137914,0.7092743873137914,0.7092743873137914,0.7092743873137914,0.7092743873137914,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2148,115,76,14,17,550,28,25,0,2,0.6154727793696275,0.6424581005586593,0.5714285714285714,0.7368421052631579,0.68,0.015194592754323222,0.02703101804939656,0.044210161505428,0.12126842028664286,0.0644232770857619,0.052601377199693954,0.020260492040520984,0.07204610951008646,0.0,0.01818181818181818,0.028891650866641295,0.03235154565111846,0.019927464995698377,0.05214887762320475,0.033962629103743536,0.1,100,10,0.05472395667473595,0.07618570349274434,0.04432235301563192,0.09732160202980578,0.054192988975597656,0.8705410620928254,2000,9906,1354,322,140,108,1342,64,57,5,8,0.8643338591710885,0.9410634208840487,0.8291666666666667,0.9685534591194969,0.9259259259259259
9,0.8192371475953566,0.8091208948802524,0.9077514413837284,0.7916666666666666,0.8867924528301887,0.8592592592592593,1,0.16619777746518496,0.16619777746518496,0.16619777746518496,0.16619777746518496,0.16619777746518496,0.0,0.0,0.0,0.0,0.0,0.7188560349006301,0.7188560349006301,0.7188560349006301,0.7188560349006301,0.7188560349006301,0.0,0.0,0.0,0.0,0.0,13946,1561,480,159,135,0.2,2139,115,75,15,19,523,29,25,3,0,0.6128939828080229,0.6424581005586593,0.5639097744360902,0.7894736842105263,0.76,0.017627531255840045,0.029607144943090358,0.049173979782249355,0.17646484385674244,0.1469904047140408,0.05001912777352716,0.020984081041968163,0.07204610951008646,0.02142857142857143,0.0,0.025560557320340932,0.029050726477387375,0.022459485863916412,0.028187531878593283,0.04961684129729041,0.1,100,10,0.05343326400300219,0.07425432763278839,0.04760814188975382,0.0835024448017826,0.08295553078161777,0.8696480460746376,2000,9933,1353,322,137,110,1351,64,58,4,6,0.8656245518428223,0.9404228058936579,0.8270833333333333,0.9559748427672956,0.9555555555555556
